codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,status,modalidad,jornada,plan
16-01-9851-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12AV. 2-12 ZONA 1,79521765,CESAR ROLANDO CHOCOOJ YALIBAT,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-01-9897-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO VERAPAZ,KM.209.5 ENTRADA A COBAN,77367402,CESAR ROLANDO CHOCOOJ YALIBAT,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-9956-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,2A. CALLE 4-61 ZONA 4,79514754,CESAR ROLANDO CHOCOOJ YALIBAT,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-9958-46,16-031,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5-52 ZONA 2,79521633,CESAR ROLANDO CHOCOOJ YALIBAT,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-01-9991-46,16-031,ALTA VERAPAZ,COBAN,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA (AMERG),6TA. AVENIDA 1-27 ZONA 4,79520175,CESAR ROLANDO CHOCOOJ YALIBAT,,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA
16-02-0013-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,57767683,EFRAIN CAAL CUC,,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-02-0020-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,CALLE 3 DE MAYO 2-67 ZONA 2BARRIO SANTO TOMAS,50161328,EFRAIN CAAL CUC,AUGUSTO ALEXANDER RAX RODRIGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0036-46,16-053,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CHIYUC,,OSCAR RENE XONA MORAN,,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0047-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL,79504134,ODILIA VANESSA MAAS CHUN DE MUS,SONIA MAGALY YAT DELGADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
16-03-0056-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,2A. CALLE ZONA 4BARRIO SAN FELIPE,79504929,ODILIA VANESSA MAAS CHUN DE MUS,RIGOBERTO HIGINIO SURAM JOM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0076-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,44848051,ODILIA VANESSA MAAS CHUN DE MUS,CARLOS SALVATIERRA SANTOS,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-03-0077-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,77923223,ODILIA VANESSA MAAS CHUN DE MUS,CARLOS SALVATIERRA SANTOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0082-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A. CALLE 0-43 ZONA 3BARRIO SAN SEBASTIÁN,59070869,ODILIA VANESSA MAAS CHUN DE MUS,MARCO AUGUSTO JOM CAAL,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-03-0083-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A. CALLE 0-43 ZONA 3BARRIO SAN SEBASTIÁN,59070869,ODILIA VANESSA MAAS CHUN DE MUS,MARCO AUGUSTO JOM CAAL,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0087-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS,CASERÍO PANTOCAN,32525202,ODILIA VANESSA MAAS CHUN DE MUS,,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR)
16-03-0088-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,1ERA. AVENIDA 3-62 ZONA 4,79504337,ODILIA VANESSA MAAS CHUN DE MUS,MARCO TULIO DE LA CRUZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-03-0092-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,4ª. AVENIDA Y 0 CALLE 4-12 ZONA 1BARRIO SANTA ANA,31479184,ODILIA VANESSA MAAS CHUN DE MUS,WENDY DALILA CHOC LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0093-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,2A. CALLE 4-45 ZONA 4BARRIO SAN FELIPE,79504929,ODILIA VANESSA MAAS CHUN DE MUS,RIGOBERTO HIGINIO SURAM JOM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-03-0095-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO LA PUPILA DEL CIELO,2A. AVENIDA 4-56 ZONA 2COLONIA PANA,33801345,ODILIA VANESSA MAAS CHUN DE MUS,GLENDA YOJANNA GOMEZ SURAM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0097-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,77923223,ODILIA VANESSA MAAS CHUN DE MUS,MAYNOR WALTR JOM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-03-0104-46,16-007,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,5A. AV. 2-60 ZONA 4BARRIO SAN FELIPE,79504090,ROBERTO RAX,DELMY DAMARIZ CHOC LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-03-0105-46,16-007,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,5A. AV. 2-60 ZONA 4BARRIO SAN FELIPE,79504090,ROBERTO RAX,DELMY DAMARIZ CHOC LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-03-0106-46,16-007,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,5A. AV. 2-60 ZONA 4BARRIO SAN FELIPE,79504090,ROBERTO RAX,JUAN GABRIEL CAL SURAM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-03-0108-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A. CALLE 0-43 ZONA 3BARRIO SAN SEBASTIÁN,77923223,ODILIA VANESSA MAAS CHUN DE MUS,MYNOR WALTER JOM COY,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-03-0109-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A. CALLE 0-43 ZONA 3BARRIO SAN SEBASTIÁN,77923223,ODILIA VANESSA MAAS CHUN DE MUS,MYNOR WALTER JOM COY,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
16-03-0110-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,1A. AVENIDA 3-62 ZONA 4BARRIO SAN FELIPE,79504337,ODILIA VANESSA MAAS CHUN DE MUS,MARCO TULIO DE LA CRUZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-03-0242-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,ESCUELA PRIVADA MIXTA NOCTURNA DE COMERCIO,0 AVENIDA 7-03ZONA 3BARRIO SAN CRISTÓBAL,46462468,ODILIA VANESSA MAAS CHUN DE MUS,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
16-03-1388-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO 'MESON',8A. AVENIDA 6-00 ZONA 1,79504027-79504028,ODILIA VANESSA MAAS CHUN DE MUS,LUIS EMILIO SOLARES MARROQUÍN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-03-1429-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE,79504337,ODILIA VANESSA MAAS CHUN DE MUS,MARCO TULIO DE LA CRUZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-1520-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE,45160662,ODILIA VANESSA MAAS CHUN DE MUS,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-03-1607-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE,56377425,ODILIA VANESSA MAAS CHUN DE MUS,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
16-03-9884-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL,79504134,ODILIA VANESSA MAAS CHUN DE MUS,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-9885-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL,79504134,ODILIA VANESSA MAAS CHUN DE MUS,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-9886-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL,79504134,ODILIA VANESSA MAAS CHUN DE MUS,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-04-0036-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,0 CALLE B OC-150 ZONA 4,79539043,RAMIRO QUEJ QUEJ,CONCHA DE PELAEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,DIARIO(REGULAR)
16-04-0041-46,16-011,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,5A. AVENIDA 2-35 ZONA 1,56294302,JOSE RAMON RAMIREZ CAAL,GUILLERMO ALFREDO PORTOCARRERO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
16-04-0042-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,CANTON CHIJACORRALZONA 7,79529275,RAMIRO QUEJ QUEJ,THELMA FLORIDALMA FERNANDEZ MOYA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-04-0046-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,4A. AVENIDA OC-176 ZONA 4,79539955,RAMIRO QUEJ QUEJ,JOSE ALBERTO CAAL BOL,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-04-0049-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,0 CALLE B OC-150 ZONA 4,79539043,RAMIRO QUEJ QUEJ,CONCHA YOLANDA PONCE DE PELAEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-04-0050-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,0 CALLE B OC-150ZONA 4,79539043,RAMIRO QUEJ QUEJ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-04-0062-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON CHIJACORRAL,40993401,RAMIRO QUEJ QUEJ,,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-04-0064-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SENORA DE LA ASUNCION,2A. AVENIDA 02-053 ZONA DOS BARRIO SAN JACINTO,79529368,RAMIRO QUEJ QUEJ,MARIA ANGELICA CASTILLO DE MOINO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-04-0068-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,1A. AVENIDA 6-73 ZONA 7CANTÓN CHIJACORRAL,79529275,RAMIRO QUEJ QUEJ,BALAM DAVID CHITAY MAAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-04-0072-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSENANZA,12 AV. A 4-30ZONA 3BARRIO ASUNCION,79539069,RAMIRO QUEJ QUEJ,MAYRA MAGDALENA YAT CHON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-04-0078-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSENANZA,12 AVENIDA A 4-30 ZONA 3,79539069,RAMIRO QUEJ QUEJ,MAYRA MAGDALENA YAT CHON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-04-0079-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SENORA DE LA ASUNCION,2A. AVE. 02-053 ZONA 2BARRIO SAN JACINTO,79529368,RAMIRO QUEJ QUEJ,MARIA ANGELICA CASTILLO DE MOINO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-04-0080-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SENORA DE LA ASUNCION,2A. AVE. 02-053 ZONA 2BARRIO SAN JACINTO,79529368,RAMIRO QUEJ QUEJ,MARIA ANGELICA CASTILLO MARTINEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
16-04-1233-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,4A. AVENIDA 0 CALLE -176 ZONA 4,79539955,RAMIRO QUEJ QUEJ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-04-1235-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,4A. AVENIDA 0 CALLE -176 ZONA 4,79539955,RAMIRO QUEJ QUEJ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-04-1709-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO TACTIC JV,BARRIO ASUNCION,,RAMIRO QUEJ QUEJ,,PRIVADO,URBANA,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-04-2308-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,O CALLE B OC-150ZONA 4.,79539043,RAMIRO QUEJ QUEJ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-04-8321-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,0 CALLE B OC 150 ZONA 4 DE LA VILLA DE TACTIC,79539043,RAMIRO QUEJ QUEJ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-04-8322-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSENANZA,12 AV. 4-30 ZONA 3,79539069,RAMIRO QUEJ QUEJ,MAYRA MAGDALENA YAT CHON,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-04-8324-46,16-004,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSENANZA,BARRIO LA ASUNCION DE LA VILLA DE TACTIC,,JUAN ANTONIO FIGUEROA CAAL,,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
16-04-9906-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSENANZA,12 AV. A 4-30 ZONA 3,79539069,RAMIRO QUEJ QUEJ,MAYRA MAGDALENA YAT CHON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-05-0017-46,16-010,ALTA VERAPAZ,TAMAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,TAMAHU,58034583,MANUEL VELIZ QUEJ,,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-05-9091-46,16-010,ALTA VERAPAZ,TAMAHU,INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE,BARRIO CENTRO,50615709,MANUEL VELIZ QUEJ,,MUNICIPAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-06-0090-46,16-011,ALTA VERAPAZ,SAN MIGUEL TUCURU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL CENTRO,45891258,JOSE RAMON RAMIREZ CAAL,LEONEL VICTORIANO GUZMAN ARGUETA,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-06-2398-46,16-011,ALTA VERAPAZ,SAN MIGUEL TUCURU,INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE TUKUR,CANTON LA PLAYA,,JOSE RAMON RAMIREZ CAAL,BENJAMIN JUC BOTZOC,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-07-0117-46,16-012,ALTA VERAPAZ,PANZOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN JUAN,57036563,CARLOS ENRIQUE GARCIA BAILEY,,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-07-0181-46,16-036,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO MESOAMERICANO,BARRIO EL CENTROALDEA TELEMÁN,48067726,JOSE LUIS XI CUCUL,LUIS ANTONIO CHOC CÓ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-07-0194-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,BARRIO SAN SEBASTIAN,40856113,CARLOS ENRIQUE GARCIA BAILEY,MARCELINO CAZ MUCÚ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-07-0195-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,BARRIO SAN SEBASTIAN,40856113,CARLOS ENRIQUE GARCIA BAILEY,MARCELINO CAZ MUCÚ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
16-07-0196-46,16-036,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO VALLE DEL POLOCHIC,ALDEA PANZOS,30449848,JOSE LUIS XI CUCUL,JOEL ESTEBAN ZEPEDA CAAL,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-07-0197-46,16-036,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO VALLE DEL POLOCHIC,ALDEA TELEMAN,30498487,JOSE LUIS XI CUCUL,JOEL ESTABAN ZEPEDA CAAL,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,FIN DE SEMANA
16-07-0206-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO LICEO POLOCHIC,ALDEA TELEMAN,57036563,CARLOS ENRIQUE GARCIA BAILEY,,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-07-0207-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO LICEO POLOCHIC,ALDEA TELEMAN,57036563,CARLOS ENRIQUE GARCIA BAILEY,,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-07-0209-46,16-038,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO MESOAMERICANO,ALDEA TELEMAN,37311196,FREDY ESTUARDO PAZ RAMOS,LUIS ARTURO CHUB COC,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-07-9096-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,BARRIO SAN SEBASTIAN,40856113,CARLOS ENRIQUE GARCIA BAILEY,,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-07-9103-46,16-036,ALTA VERAPAZ,PANZOS,CENTRO EDUCATIVO SAN MARTIN DE PORRES,ALDEA TELEMAN,58980690,JOSE LUIS XI CUCUL,,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-07-9639-46,16-012,ALTA VERAPAZ,PANZOS,INSTITUTO PRIVADO MIXTO PRIMARIA BILINGUE AJ KUTUNEL,BARRIO EL MAU,50673199,CARLOS ENRIQUE GARCIA BAILEY,,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-08-0182-46,16-007,ALTA VERAPAZ,SENAHU,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI-,COLONIA 30 DE MAYO,40408287,ROBERTO RAX,JORGE ERWIN CUCUL QUIB,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA
16-08-0183-46,16-013,ALTA VERAPAZ,SENAHU,CENTRO EDUCATIVO SAN MATEO,BARRIO SAN ANTONIO,49872729,OSCAR ANIBAL GARCIA HUMBLERS,VICTOR HUGO GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-08-0199-46,16-041,ALTA VERAPAZ,SENAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COMUNIDAD LA MONTAÑESA,79510080,ABNER DAVID CHIQUN TURCIOS,ARTURO ICO CHOLOM,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-08-0204-46,16-042,ALTA VERAPAZ,SENAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COOPERATIVA CHIREAJ,50070804,JORGE ERWIN CUCUL QUIB,,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-08-0205-46,16-040,ALTA VERAPAZ,SENAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COOPERATIVA SANTA MARIA SAN MARCOS,57698257,DULLIER CLEMENTE BOL BAC,,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-08-0206-46,16-040,ALTA VERAPAZ,SENAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COOPERATIVA ACTELA,33332688,DULLIER CLEMENTE BOL BAC,,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-08-0207-46,16-042,ALTA VERAPAZ,SENAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA YALIJUX,40572630,JORGE ERWIN CUCUL QUIB,,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-08-0208-46,16-013,ALTA VERAPAZ,SENAHU,INSTITUTO NACIONAL DE EDUACION DIVERSIFICADA,BARRIO EL CENTRO,30427396,OSCAR ANIBAL GARCIA HUMBLERS,,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-08-0209-46,16-042,ALTA VERAPAZ,SENAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COOPERATIVA SEMARAC I,31984389,JORGE ERWIN CUCUL QUIB,,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-08-1583-46,16-013,ALTA VERAPAZ,SENAHU,INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE NAUQ,BARRIO CENTRO,40300000,OSCAR ANIBAL GARCIA HUMBLERS,,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
